text,intent
Giup toi xem chatbot oi tren ITConnect,greeting
App bị lỗi thì báo ở đâu ở đâu,feedback_help
App bi loi thi bao o dau o dau,feedback_help
Tôi cần xem lịch sự kiện của tôi giúp tôi,my_activities
Toi can xem lich su kien cua toi giup toi,my_activities
Giúp tôi xem lịch hoạt động đã đăng ký hiện tại,my_activities
Giup toi xem lich hoat dong da dang ky hien tai,my_activities
Giúp tôi xem bài hát nào hay cho tôi,unknown
Giup toi xem bai hat nao hay cho toi,unknown
Làm ơn cho tôi biết chào trợ lý,greeting
Lam on cho toi biet chao tro ly,greeting
Tôi muốn hỏi có hoạt động trong tuần sau không trên ITConnect,upcoming_activity
Toi muon hoi co hoat dong trong tuan sau khong tren ITConnect,upcoming_activity
Bạn kiểm tra giúp tôi muốn góp ý giao diện nhé,feedback_help
Ban kiem tra giup toi muon gop y giao dien nhe,feedback_help
Trạng thái chờ duyệt của tôi giúp tôi,attendance_status
Trang thai cho duyet cua toi giup toi,attendance_status
Tôi cần xem bạn có ở đó không trên ITConnect,greeting
Toi can xem ban co o do khong tren ITConnect,greeting
Tìm đường đến hội trường,map_help
Tim duong den hoi truong,map_help
Cho tôi hỏi tôi muốn tắt thông báo được không ạ,notification_help
Cho toi hoi toi muon tat thong bao duoc khong a,notification_help
Có thể cho tôi biết tôi bị mất điểm không trên ITConnect,training_score
Co the cho toi biet toi bi mat diem khong tren ITConnect,training_score
Tôi muốn hỏi quét QR có cần gửi ảnh không trong hệ thống,check_in_guide
Toi muon hoi quet QR co can gui anh khong trong he thong,check_in_guide
Bạn giải thích giúp mình cần trợ giúp hiện tại,greeting
Ban giai thich giup minh can tro giup hien tai,greeting
Mục bản đồ trong app nằm đâu với,map_help
Muc ban do trong app nam dau voi,map_help
Bạn giải thích giúp có thể góp ý cho admin không nha,feedback_help
Ban giai thich giup co the gop y cho admin khong nha,feedback_help
Tôi muốn phản hồi về app,feedback_help
Toi muon phan hoi ve app,feedback_help
Hỏi chút là bị từ chối quét QR thì sao nha,absent_penalty
Hoi chut la bi tu choi quet QR thi sao nha,absent_penalty
Có hoạt động tháng này không,upcoming_activity
Co hoat dong thang nay khong,upcoming_activity
Thông báo nằm ở đâu,notification_help
Thong bao nam o dau,notification_help
Tôi cần xem vắng bị trừ 6 điểm phải không được không ạ,absent_penalty
Toi can xem vang bi tru 6 diem phai khong duoc khong a,absent_penalty
Có thể cho tôi biết chatbot ơi vậy,greeting
Co the cho toi biet chatbot oi vay,greeting
Hỏi chút là minh chứng đã được chấp nhận chưa hiện tại với ạ,attendance_status
Hoi chut la minh chung da duoc chap nhan chua hien tai voi a,attendance_status
Mình muốn biết mở bản đồ như thế nào được không nha,map_help
Minh muon biet mo ban do nhu the nao duoc khong nha,map_help
Tôi muốn hỏi điểm rèn luyện có tối đa bao nhiêu ở đâu,training_score
Toi muon hoi diem ren luyen co toi da bao nhieu o dau,training_score
Cho mình hỏi bạn là ai với,greeting
Cho minh hoi ban la ai voi,greeting
Cho tôi hỏi hoạt động đoàn nào sắp tới với,upcoming_activity
Cho toi hoi hoat dong doan nao sap toi voi,upcoming_activity
Mình cần biết làm sao kiếm tiền online trên ITConnect,unknown
Minh can biet lam sao kiem tien online tren ITConnect,unknown
Cách sử dụng mã QR để điểm danh,check_in_guide
Cach su dung ma QR de diem danh,check_in_guide
Tư vấn mua xe máy cho tôi nhé,unknown
Tu van mua xe may cho toi nhe,unknown
Cho mình hỏi tôi muốn báo lỗi đăng ký hoạt động như thế nào,feedback_help
Cho minh hoi toi muon bao loi dang ky hoat dong nhu the nao,feedback_help
Cho tôi xem điểm hiện tại của tôi là bao nhiêu cho tôi,training_score
Cho toi xem diem hien tai cua toi la bao nhieu cho toi,training_score
Mở bản đồ như thế nào ở đâu,map_help
Mo ban do nhu the nao o dau,map_help
Mình muốn biết mở bản đồ như thế nào được không,map_help
Minh muon biet mo ban do nhu the nao duoc khong,map_help
Bạn kiểm tra giúp điểm học kỳ này của tôi bao nhiêu trong app,training_score
Ban kiem tra giup diem hoc ky nay cua toi bao nhieu trong app,training_score
Mình muốn biết hoạt động tổ chức ở chỗ nào giúp tôi,map_help
Minh muon biet hoat dong to chuc o cho nao giup toi,map_help
Bạn giải thích giúp tôi đã đăng ký CLB nào nha,my_activities
Ban giai thich giup toi da dang ky CLB nao nha,my_activities
Hỏi chút là tôi bị vắng có ảnh hưởng điểm rèn luyện không nha,absent_penalty
Hoi chut la toi bi vang co anh huong diem ren luyen khong nha,absent_penalty
Bạn cho tôi biết bạn có yêu tôi không với giúp mình,unknown
Ban cho toi biet ban co yeu toi khong voi giup minh,unknown
Cho tôi xem vắng bị trừ 6 điểm phải không như thế nào ạ,absent_penalty
Cho toi xem vang bi tru 6 diem phai khong nhu the nao a,absent_penalty
Cho tôi xem điểm của tôi sau khi hoàn thành hoạt động được không bạn,training_score
Cho toi xem diem cua toi sau khi hoan thanh hoat dong duoc khong ban,training_score
Cho tôi hỏi điểm danh của tôi đang ở trạng thái nào với,attendance_status
Cho toi hoi diem danh cua toi dang o trang thai nao voi,attendance_status
Hỏi chút là xem vị trí tổ chức hoạt động vậy,map_help
Hoi chut la xem vi tri to chuc hoat dong vay,map_help
Làm ơn cho tôi biết hướng dẫn điểm danh nhé bạn,check_in_guide
Lam on cho toi biet huong dan diem danh nhe ban,check_in_guide
Giúp tôi xem hôm nay ăn gì,unknown
Giup toi xem hom nay an gi,unknown
Bạn kiểm tra giúp báo lỗi không hiện hoạt động trong app,feedback_help
Ban kiem tra giup bao loi khong hien hoat dong trong app,feedback_help
Mình cần biết tôi đã đăng ký những hoạt động nào với,my_activities
Minh can biet toi da dang ky nhung hoat dong nao voi,my_activities
Mình muốn biết xin được hỗ trợ vậy,greeting
Minh muon biet xin duoc ho tro vay,greeting
Có thể cho tôi biết tôi muốn đặt đồ ăn như thế nào,unknown
Co the cho toi biet toi muon dat do an nhu the nao,unknown
Cách nấu cơm,unknown
Cach nau com,unknown
Mình muốn biết kể chuyện ma đi được không ạ,unknown
Minh muon biet ke chuyen ma di duoc khong a,unknown
Mình cần biết game nào hay giúp tôi,unknown
Minh can biet game nao hay giup toi,unknown
Bạn giải thích giúp báo lỗi không hiện hoạt động nha,feedback_help
Ban giai thich giup bao loi khong hien hoat dong nha,feedback_help
Mình cần biết kể chuyện vui đi ở đâu,unknown
Minh can biet ke chuyen vui di o dau,unknown
Tôi bị từ chối hoạt động nào được không ạ,attendance_status
Toi bi tu choi hoat dong nao duoc khong a,attendance_status
Cho tôi hỏi cách xác nhận tham gia hoạt động ở đâu giúp mình,check_in_guide
Cho toi hoi cach xac nhan tham gia hoat dong o dau giup minh,check_in_guide
Bài hát nào hay,unknown
Bai hat nao hay,unknown
Minh chứng của tôi đã duyệt chưa trên ITConnect nha,attendance_status
Minh chung cua toi da duyet chua tren ITConnect nha,attendance_status
Cho tôi xem cách báo lỗi hệ thống nhé,feedback_help
Cho toi xem cach bao loi he thong nhe,feedback_help
Bạn kiểm tra giúp xem các hoạt động đã đăng ký nhé,my_activities
Ban kiem tra giup xem cac hoat dong da dang ky nhe,my_activities
Cho tôi xem cách nấu cơm được không bạn,unknown
Cho toi xem cach nau com duoc khong ban,unknown
Hỏi chút là chào chatbot nhé,greeting
Hoi chut la chao chatbot nhe,greeting
Bạn kiểm tra giúp xem điểm rèn luyện của tôi trên ITConnect,training_score
Ban kiem tra giup xem diem ren luyen cua toi tren ITConnect,training_score
Bạn giải thích giúp điểm rèn luyện bị trừ khi nào cho tôi,absent_penalty
Ban giai thich giup diem ren luyen bi tru khi nao cho toi,absent_penalty
Mình muốn biết bạn biết nấu ăn không như thế nào,unknown
Minh muon biet ban biet nau an khong nhu the nao,unknown
Bạn giải thích giúp xem địa điểm chương trình bằng bản đồ ở đâu,map_help
Ban giai thich giup xem dia diem chuong trinh bang ban do o dau,map_help
Cho mình hỏi tôi muốn nhận nhắc nhở hoạt động với,notification_help
Cho minh hoi toi muon nhan nhac nho hoat dong voi,notification_help
Cho tôi hỏi từ chối minh chứng mất mấy điểm trong app,absent_penalty
Cho toi hoi tu choi minh chung mat may diem trong app,absent_penalty
Có thể cho tôi biết liên hệ admin như thế nào giúp tôi,feedback_help
Co the cho toi biet lien he admin nhu the nao giup toi,feedback_help
Cho tôi xem cách gửi nội dung phản ánh vậy,feedback_help
Cho toi xem cach gui noi dung phan anh vay,feedback_help
Mình cần biết xếp loại rèn luyện của tôi là gì hiện tại,training_score
Minh can biet xep loai ren luyen cua toi la gi hien tai,training_score
Bạn cho tôi biết tôi muốn bật thông báo được không,notification_help
Ban cho toi biet toi muon bat thong bao duoc khong,notification_help
Giúp tôi xem có hoạt động nào phù hợp để tham gia được không ạ,upcoming_activity
Giup toi xem co hoat dong nao phu hop de tham gia duoc khong a,upcoming_activity
Mình muốn biết bị vắng có được cộng điểm không cho tôi,absent_penalty
Minh muon biet bi vang co duoc cong diem khong cho toi,absent_penalty
Bạn giải thích giúp tôi đang có bao nhiêu điểm được không ạ,training_score
Ban giai thich giup toi dang co bao nhieu diem duoc khong a,training_score
Bạn cho tôi biết tôi muốn gửi lời nhắn cho admin với,feedback_help
Ban cho toi biet toi muon gui loi nhan cho admin voi,feedback_help
Tôi cần xem tôi đã đăng ký CLB nào hiện tại,my_activities
Toi can xem toi da dang ky CLB nao hien tai,my_activities
Tôi muốn hỏi báo sự cố hoạt động như thế nào,feedback_help
Toi muon hoi bao su co hoat dong nhu the nao,feedback_help
Làm ơn cho tôi biết tôi đã ghi danh hoạt động gì cho tôi,my_activities
Lam on cho toi biet toi da ghi danh hoat dong gi cho toi,my_activities
Bạn kiểm tra giúp có thể phản ánh thông tin sai không cho tôi,feedback_help
Ban kiem tra giup co the phan anh thong tin sai khong cho toi,feedback_help
Cho tôi xem tìm đường đến hội trường ở đâu,map_help
Cho toi xem tim duong den hoi truong o dau,map_help
Mình muốn biết minh chứng của tôi đang chờ duyệt không như thế nào,attendance_status
Minh muon biet minh chung cua toi dang cho duyet khong nhu the nao,attendance_status
Cho tôi xem tôi muốn nghe nhạc nha,unknown
Cho toi xem toi muon nghe nhac nha,unknown
Hỏi chút là không điểm danh có bị trừ điểm không nhé,absent_penalty
Hoi chut la khong diem danh co bi tru diem khong nhe,absent_penalty
Cho tôi xem vị trí hội trường xem ở đâu,map_help
Cho toi xem vi tri hoi truong xem o dau,map_help
Cho mình hỏi điểm rèn luyện bị trừ khi nào được không ạ,absent_penalty
Cho minh hoi diem ren luyen bi tru khi nao duoc khong a,absent_penalty
Tôi muốn hỏi bitcoin hôm nay giá bao nhiêu hiện tại,unknown
Toi muon hoi bitcoin hom nay gia bao nhieu hien tai,unknown
Mình muốn biết danh sách hoạt động sắp tới trong hệ thống,upcoming_activity
Minh muon biet danh sach hoat dong sap toi trong he thong,upcoming_activity
Hỏi chút là hôm nay ăn gì ở đâu,unknown
Hoi chut la hom nay an gi o dau,unknown
Mình cần biết tôi đang chờ duyệt phải không cho tôi,attendance_status
Minh can biet toi dang cho duyet phai khong cho toi,attendance_status
Làm ơn cho tôi biết bạn có yêu tôi không với,unknown
Lam on cho toi biet ban co yeu toi khong voi,unknown
Giúp tôi xem điểm rèn luyện có bị trừ không nha,training_score
Giup toi xem diem ren luyen co bi tru khong nha,training_score
Mình cần biết tôi còn bao nhiêu điểm sau khi vắng ở đâu,training_score
Minh can biet toi con bao nhieu diem sau khi vang o dau,training_score
Làm ơn cho tôi biết bị vắng một hoạt động thì trừ bao nhiêu ở đâu giúp mình,absent_penalty
Lam on cho toi biet bi vang mot hoat dong thi tru bao nhieu o dau giup minh,absent_penalty
Bạn giải thích giúp cho tôi lịch bóng đá nha,unknown
Ban giai thich giup cho toi lich bong da nha,unknown
Tôi cần xem tôi đã đăng ký CLB nào được không,my_activities
Toi can xem toi da dang ky CLB nao duoc khong,my_activities
Tui muốn hỏi tư vấn mua điện thoại trên ITConnect,unknown
Tui muon hoi tu van mua dien thoai tren ITConnect,unknown
Tôi muốn hỏi chương trình gần đây có gì hiện tại,upcoming_activity
Toi muon hoi chuong trinh gan day co gi hien tai,upcoming_activity
Làm ơn cho tôi biết minh chứng sai thì có bị phạt không trên ITConnect,absent_penalty
Lam on cho toi biet minh chung sai thi co bi phat khong tren ITConnect,absent_penalty
Tôi cần xem làm sao nhận tin tức quan trọng được không,notification_help
Toi can xem lam sao nhan tin tuc quan trong duoc khong,notification_help
Làm ơn cho tôi biết tôi muốn xem kết quả điểm danh ở đâu với ạ,attendance_status
Lam on cho toi biet toi muon xem ket qua diem danh o dau voi a,attendance_status
Có thể cho tôi biết điểm sau khi bị từ chối minh chứng hiện tại,training_score
Co the cho toi biet diem sau khi bi tu choi minh chung hien tai,training_score
Cho tôi hỏi chào bạn trong app ạ,greeting
